There are 3002 active hosts online. The hosts are: 
1: 140.253.0.11
Operating System is: Cisco IP Phone 7961G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.8
#################Host: 140.253.49.9#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.9
#################Host: 140.253.49.10#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.10
#################Host: 140.253.49.11#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 94
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 94
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7945 Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 92
Operating System is: Nintendo Wii game console Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.11
#################Host: 140.253.49.12#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.12
#################Host: 140.253.49.13#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.13
#################Host: 140.253.49.14#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 97
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 95
Operating System is: Cisco IP Phone 7945G Accuracy is: 94
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 94
Operating System is: Cisco IP Phone 7945 Accuracy is: 94
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.14
#################Host: 140.253.49.18#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7945G Accuracy is: 98
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 95
Operating System is: Cisco IP Phone 7945 Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 92
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.18
#################Host: 140.253.49.19#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 100
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.19
#################Host: 140.253.49.21#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.21
#################Host: 140.253.49.22#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.22
#################Host: 140.253.49.26#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.26
#################Host: 140.253.49.27#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.27
#################Host: 140.253.49.28#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.28
#################Host: 140.253.49.30#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.30
#################Host: 140.253.49.31#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.31
#################Host: 140.253.49.32#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.32
#################Host: 140.253.49.33#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.33
#################Host: 140.253.49.34#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 96
Operating System is: Cisco IP Phone 7945 Accuracy is: 94
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone 7961G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.34
#################Host: 140.253.49.35#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.35
#################Host: 140.253.49.36#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 100
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.36
#################Host: 140.253.49.39#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7975G Accuracy is: 96
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 93
Operating System is: Cisco IP Phone 7945 Accuracy is: 93
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone 7961G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.39
#################Host: 140.253.49.40#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 96
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 94
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone 7945 Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.40
#################Host: 140.253.49.41#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 98
Operating System is: Cisco IP Phone 7975G Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 93
Operating System is: Cisco IP Phone 7911 Accuracy is: 93
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 92
Operating System is: Cisco IP Phone 7945 Accuracy is: 91
Operating System is: Cisco IP Phone 7942G Accuracy is: 90
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 90
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 90
Operating System is: Nintendo Wii game console Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.41
#################Host: 140.253.49.42#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.42
#################Host: 140.253.49.45#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.45
#################Host: 140.253.49.47#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 98
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 95
Operating System is: Cisco IP Phone 7945 Accuracy is: 94
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.47
#################Host: 140.253.49.48#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.48
#################Host: 140.253.49.50#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 95
Operating System is: Cisco IP Phone 7945 Accuracy is: 94
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.50
#################Host: 140.253.49.51#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 100
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.51
#################Host: 140.253.49.54#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 96
Operating System is: Cisco IP Phone 7945 Accuracy is: 94
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 94
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.54
#################Host: 140.253.49.55#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 100
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.55
#################Host: 140.253.49.56#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7911 Accuracy is: 99
Operating System is: Cisco IP Phone 7975G Accuracy is: 96
Operating System is: Cisco IP Phone 7942G Accuracy is: 96
Operating System is: Cisco IP Phone 7945 Accuracy is: 96
Operating System is: Cisco IP Phone 7945G Accuracy is: 94
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 94
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 92
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 91
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.56
#################Host: 140.253.49.58#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7911 Accuracy is: 98
Operating System is: Cisco IP Phone 7945 Accuracy is: 96
Operating System is: Cisco IP Phone 7975G Accuracy is: 96
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 95
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 94
Operating System is: Cisco IP Phone 7942G Accuracy is: 94
Operating System is: Cisco IP Phone 7945G Accuracy is: 93
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 92
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 90
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.58
#################Host: 140.253.49.61#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.61
#################Host: 140.253.49.64#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 98
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 95
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 94
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone 7945 Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.64
#################Host: 140.253.49.65#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.65
#################Host: 140.253.49.66#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.66
#################Host: 140.253.49.67#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.67
#################Host: 140.253.49.68#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.68
#################Host: 140.253.49.69#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 100
Operating System is: Cisco IP Phone 7975G Accuracy is: 100
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.69
#################Host: 140.253.49.71#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7945G Accuracy is: 99
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 96
Operating System is: Cisco IP Phone 7945 Accuracy is: 93
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.71
#################Host: 140.253.49.72#################
--------------------OS--------------------
Operating System is: Cisco IP Phone 7975G Accuracy is: 99
Operating System is: Cisco IP Phone 7945G Accuracy is: 96
Operating System is: Cisco IP Phone 7941, 7961, 7965G, or 7975 Accuracy is: 96
Operating System is: Cisco IP Phone 7911 Accuracy is: 96
Operating System is: Cisco IP Phone 7971G-GE Accuracy is: 96
Operating System is: Cisco Unified IP Phone 7942G Accuracy is: 94
Operating System is: Cisco IP Phone (7911, 7941, 7961, or 7970) Accuracy is: 93
Operating System is: Cisco IP Phone 7942G Accuracy is: 93
Operating System is: Cisco IP Phone 7945 Accuracy is: 93
Operating System is: Cisco IP Phone CP-7970G Accuracy is: 90
-----------------TCP Service Detail[1]-----------------
TCP Port Number: 80
Status:open
reason:syn-ack
Additional Info
Service: tcpwrapped
product: 
-----------------TCP Service Detail[2]-----------------
TCP Port Number: 443
Status:open
reason:syn-ack
Additional Info
Service: openvas
product: OpenVAS server
--------------------IP address detail--------------------
IP Address: 140.253.49.72
#################Host: 140.253.49.73#################
--------------------OS--------------------
